time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,q,p1,p2,p3,A0,A1,A2
1588870591.1658893,0.3,-4.43,8.78,0.3333333333333333,0.3711111111111111,-0.68,-0.125,-0.0625,0.0,261.6875,1.375,25.5625,-0.63787841796875,0.13531494140625,0.1759033203125,-0.7374267578125,12.21663692441251,33.337121366189926,66.54759164079067
1588870591.173607,0.3,-4.39,8.86,0.3333333333333333,0.3711111111111111,-0.68,-0.0625,-0.125,0.125,261.6875,1.375,25.5625,-0.63787841796875,0.1353759765625,0.17596435546875,-0.7374267578125,12.21663692441251,33.337121366189926,66.54759164079067
1588870591.1858294,0.31,-4.39,8.9,0.3388888888888889,0.37666666666666665,-0.6755555555555556,0.125,-0.125,0.0,261.6875,1.375,25.5625,-0.63787841796875,0.1353759765625,0.176025390625,-0.7374267578125,11.254042498143363,34.95316293046559,42.05642569698551
1588870591.1920938,0.3,-4.39,8.87,0.3388888888888889,0.37666666666666665,-0.6755555555555556,0.0,0.0625,0.0625,261.6875,1.375,25.5625,-0.63787841796875,0.1353759765625,0.176025390625,-0.7374267578125,11.254042498143363,34.95316293046559,42.05642569698551
1588870591.2046778,0.31,-4.39,8.78,0.3388888888888889,0.37666666666666665,-0.6755555555555556,-0.0625,-0.0625,0.0,261.6875,1.375,25.625,-0.63787841796875,0.1353759765625,0.17608642578125,-0.7374267578125,12.182427074236077,55.69797040159007,66.54759164079067
1588870591.2114944,0.3,-4.42,8.83,0.3388888888888889,0.37666666666666665,-0.6755555555555556,-0.0625,0.0625,0.0625,261.6875,1.375,25.625,-0.63787841796875,0.1353759765625,0.1761474609375,-0.7374267578125,12.182427074236077,55.69797040159007,66.54759164079067
1588870591.2234998,0.3,-4.41,8.86,0.3388888888888889,0.37666666666666665,-0.6755555555555556,0.0,0.0625,0.0,261.6875,1.375,25.625,-0.63787841796875,0.13543701171875,0.1761474609375,-0.73736572265625,11.339971278338014,53.500839207166806,66.54759164079067
1588870591.2314339,0.31,-4.41,8.87,0.32666666666666666,0.3711111111111111,-0.6755555555555556,0.0,-0.0625,-0.0625,261.6875,1.4375,25.625,-0.63787841796875,0.13543701171875,0.17620849609375,-0.73736572265625,11.339971278338014,53.500839207166806,56.28872456626751
1588870591.2448494,0.31,-4.41,8.82,0.32666666666666666,0.3711111111111111,-0.6755555555555556,-0.125,-0.0625,0.1875,261.6875,1.4375,25.625,-0.63787841796875,0.13543701171875,0.17626953125,-0.73736572265625,12.285598138752631,48.23119900107394,72.56354084186205
1588870591.2511654,0.31,-4.41,8.79,0.32666666666666666,0.3711111111111111,-0.6755555555555556,-0.1875,0.0625,0.125,261.6875,1.4375,25.625,-0.63787841796875,0.13543701171875,0.17633056640625,-0.73736572265625,12.285598138752631,48.23119900107394,72.56354084186205
1588870591.2613811,0.3,-4.41,8.79,0.32666666666666666,0.3711111111111111,-0.6755555555555556,0.0,0.0,0.0625,261.6875,1.4375,25.625,-0.63787841796875,0.135498046875,0.17633056640625,-0.73736572265625,11.254042498143363,42.40506381044018,123.73147262019621
1588870591.2801096,0.3,-4.41,8.87,0.32666666666666666,0.3711111111111111,-0.6755555555555556,0.0,0.0,0.125,261.6875,1.4375,25.625,-0.63787841796875,0.135498046875,0.1763916015625,-0.73736572265625,12.182427074236077,44.194471376482085,105.9510155722371
1588870591.2856605,0.3,-4.41,8.88,0.3333333333333333,0.38333333333333336,-0.6877777777777778,0.125,0.0,0.125,261.6875,1.4375,25.625,-0.63787841796875,0.135498046875,0.17645263671875,-0.7373046875,12.182427074236077,44.194471376482085,105.9510155722371
1588870591.2923565,0.32,-4.41,8.86,0.3333333333333333,0.38333333333333336,-0.6877777777777778,0.1875,0.0,0.125,261.6875,1.4375,25.625,-0.6378173828125,0.135498046875,0.17645263671875,-0.7373046875,12.182427074236077,44.194471376482085,105.9510155722371
